marca,modelo,precio,año,kilometros,combustible,transmision,potencia,fuente,carroceria
citroën,jumpy,14000.0,2021,84500.0,diesel,manual,145,coches.net,furgoneta
citroën,berlingo,19400.0,2023,40200.0,gasolina,manual,110,coches.net,furgoneta
peugeot,partner,17100.0,2021,113900.0,gasolina,manual,110,coches.net,furgoneta
hyundai,h350,16400.0,2023,49000.0,gasolina,manual,170,coches.net,furgoneta
hyundai,staria,19400.0,2021,109300.0,diesel,automatica,177,coches.net,furgoneta
ford,transit,17800.0,2020,91300.0,diesel,manual,105,coches.net,furgoneta
fiat,scudo,19500.0,2021,115600.0,diesel,manual,120,coches.net,furgoneta
fiat,ducato,18800.0,2021,106500.0,diesel,manual,160,coches.net,furgoneta
fiat,ducato,17400.0,2023,40300.0,hibrido,manual,122,coches.net,furgoneta
toyota,proace city,17800.0,2021,83800.0,diesel,manual,105,coches.net,furgoneta
ford,transit connect,17200.0,2020,114600.0,diesel,automatica,125,coches.net,furgoneta
toyota,proace,19600.0,2020,116300.0,gasolina,manual,120,coches.net,furgoneta
renault,trafic,17900.0,2023,53200.0,diesel,automatica,150,coches.net,furgoneta
citroën,berlingo,19800.0,2022,55600.0,gasolina,manual,105,coches.net,furgoneta
opel,combo,19200.0,2022,62100.0,hibrido,manual,110,coches.net,furgoneta
fiat,scudo,12000.0,2020,111700.0,diesel,manual,145,coches.net,furgoneta
ford,transit courier,19500.0,2023,44800.0,gasolina,manual,100,coches.net,furgoneta
fiat,ducato,19000.0,2020,105800.0,diesel,manual,160,coches.net,furgoneta
ford,transit courier,16500.0,2023,41100.0,gasolina,manual,105,coches.net,furgoneta
peugeot,partner,11100.0,2020,73500.0,diesel,manual,100,coches.net,furgoneta
nissan,primastar,13700.0,2023,49200.0,diesel,automatica,114,coches.net,furgoneta
renault,trafic,17200.0,2021,103900.0,diesel,manual,95,coches.net,furgoneta
man,tge,12300.0,2021,116100.0,diesel,manual,145,coches.net,furgoneta
renault,trafic,15100.0,2023,43900.0,diesel,manual,115,coches.net,furgoneta
citroën,berlingo,16100.0,2023,44000.0,electrico,automatica,136,coches.net,furgoneta
mercedes-benz,vito,18600.0,2022,93600.0,diesel,manual,100,coches.net,furgoneta
peugeot,boxer,18200.0,2020,101100.0,diesel,manual,160,coches.net,furgoneta
nissan,nv300,17300.0,2020,93600.0,diesel,manual,90,coches.net,furgoneta
citroën,jumpy,12600.0,2021,81800.0,diesel,manual,100,coches.net,furgoneta
maxus,deliver 9,16200.0,2022,78000.0,electrico,manual,120,coches.net,furgoneta
renault,kangoo,17000.0,2024,13900.0,diesel,manual,80,coches.net,furgoneta
renault,master,13900.0,2021,67800.0,diesel,manual,180,coches.net,furgoneta
peugeot,expert,14700.0,2021,108400.0,gasolina,manual,120,coches.net,furgoneta
volkswagen,crafter,18500.0,2022,50200.0,diesel,automatica,177,coches.net,furgoneta
iveco,daily,12200.0,2022,87100.0,gasolina,manual,102,coches.net,furgoneta
fiat,scudo,17600.0,2021,119500.0,electrico,manual,115,coches.net,furgoneta
renault,trafic,15400.0,2021,119600.0,diesel,manual,120,coches.net,furgoneta
hyundai,h350,16300.0,2021,98200.0,diesel,manual,136,coches.net,furgoneta
ford,transit,15900.0,2024,23800.0,diesel,manual,130,coches.net,furgoneta
peugeot,expert,14700.0,2021,107700.0,diesel,manual,150,coches.net,furgoneta
ford,transit connect,17500.0,2021,93100.0,diesel,manual,125,coches.net,furgoneta
nissan,nv300,19100.0,2022,63100.0,diesel,manual,95,coches.net,furgoneta
renault,master,19900.0,2022,71100.0,gasolina,manual,130,coches.net,furgoneta
peugeot,expert,19700.0,2020,87900.0,diesel,manual,100,coches.net,furgoneta
hyundai,h350,17700.0,2022,64400.0,diesel,manual,131,coches.net,furgoneta
citroën,berlingo,14500.0,2023,48100.0,electrico,automatica,136,coches.net,furgoneta
ford,transit,19100.0,2023,51900.0,diesel,automatica,175,coches.net,furgoneta
renault,master,13900.0,2023,56400.0,diesel,manual,110,coches.net,furgoneta
renault,master,19300.0,2022,92500.0,diesel,manual,115,coches.net,furgoneta
renault,kangoo,16300.0,2021,111000.0,electrico,manual,85,coches.net,furgoneta
renault,trafic,18700.0,2023,50500.0,diesel,automatica,150,coches.net,furgoneta
opel,vivaro,17400.0,2020,62800.0,diesel,automatica,120,coches.net,furgoneta
peugeot,expert,16300.0,2020,102400.0,gas,manual,120,coches.net,furgoneta
opel,movano,14200.0,2021,109300.0,diesel,manual,163,coches.net,furgoneta
hyundai,h350,18900.0,2020,94900.0,diesel,automatica,141,coches.net,furgoneta
renault,trafic,19000.0,2021,96500.0,diesel,manual,155,coches.net,furgoneta
iveco,daily,15000.0,2022,86200.0,diesel,manual,140,coches.net,furgoneta
citroën,jumpy,17800.0,2021,92200.0,hibrido,manual,95,coches.net,furgoneta
volkswagen,transporter,10500.0,2020,118500.0,gas,manual,209,coches.net,furgoneta
opel,vivaro,16700.0,2020,103200.0,hibrido,manual,180,coches.net,furgoneta
volkswagen,transporter,19500.0,2024,27000.0,diesel,manual,110,coches.net,furgoneta
peugeot,partner,19400.0,2023,39300.0,gas,automatica,100,coches.net,furgoneta
nissan,primastar,19500.0,2022,49900.0,diesel,automatica,109,coches.net,furgoneta
peugeot,expert,15300.0,2021,81600.0,diesel,manual,100,coches.net,furgoneta
citroën,jumper,17500.0,2020,87600.0,diesel,manual,135,coches.net,furgoneta
nissan,nv300,15600.0,2021,90300.0,gas,automatica,120,coches.net,furgoneta
citroën,jumper,18300.0,2021,95800.0,diesel,automatica,125,coches.net,furgoneta
citroën,jumper,17900.0,2021,87000.0,electrico,manual,160,coches.net,furgoneta
citroën,jumper,18900.0,2021,68500.0,electrico,manual,165,coches.net,furgoneta
citroën,berlingo,18000.0,2022,76800.0,gasolina,manual,110,coches.net,furgoneta
renault,master,16500.0,2022,80000.0,diesel,manual,185,coches.net,furgoneta
ford,transit,11700.0,2023,46100.0,gas,manual,105,coches.net,furgoneta
volkswagen,crafter,19300.0,2021,93700.0,diesel,manual,177,coches.net,furgoneta
peugeot,expert,13000.0,2022,99000.0,diesel,manual,150,coches.net,furgoneta
peugeot,boxer,12100.0,2021,98300.0,diesel,automatica,155,coches.net,furgoneta
ford,transit courier,15900.0,2021,92000.0,diesel,manual,75,coches.net,furgoneta
renault,trafic,17100.0,2022,54800.0,diesel,automatica,125,coches.net,furgoneta
citroën,jumpy,16700.0,2022,60100.0,gas,manual,155,coches.net,furgoneta
toyota,proace,19000.0,2021,100900.0,gasolina,manual,150,coches.net,furgoneta
mercedes-benz,sprinter,17200.0,2021,109300.0,electrico,manual,120,coches.net,furgoneta
ford,transit connect,19600.0,2020,93800.0,electrico,manual,80,coches.net,furgoneta
iveco,daily,19800.0,2020,117200.0,gas,manual,90,coches.net,furgoneta
ford,transit connect,16700.0,2023,51700.0,electrico,automatica,95,coches.net,furgoneta
citroën,jumpy,13800.0,2023,61400.0,diesel,manual,120,coches.net,furgoneta
peugeot,expert,18300.0,2024,13000.0,gas,manual,115,coches.net,furgoneta
citroën,jumper,19600.0,2022,53700.0,diesel,manual,160,coches.net,furgoneta
peugeot,expert,17800.0,2021,110800.0,hibrido,manual,125,coches.net,furgoneta
mercedes-benz,citan,18700.0,2023,36100.0,gas,automatica,130,coches.net,furgoneta
peugeot,expert,19900.0,2024,23100.0,diesel,manual,120,coches.net,furgoneta
citroën,berlingo,19700.0,2021,83200.0,gasolina,manual,110,coches.net,furgoneta
citroën,jumper,18700.0,2021,103400.0,diesel,manual,130,coches.net,furgoneta
volkswagen,crafter,15100.0,2020,101900.0,diesel,manual,145,coches.net,furgoneta
fiat,doblo cargo,17700.0,2021,81700.0,diesel,manual,90,coches.net,furgoneta
citroën,berlingo,19000.0,2021,101900.0,gasolina,automatica,115,coches.net,furgoneta
mercedes-benz,sprinter,17500.0,2022,63800.0,diesel,manual,150,coches.net,furgoneta
opel,movano,13900.0,2022,75300.0,gas,automatica,145,coches.net,furgoneta
peugeot,boxer,16000.0,2021,111300.0,diesel,automatica,135,coches.net,furgoneta
renault,kangoo,19300.0,2022,58800.0,diesel,manual,75,coches.net,furgoneta
nissan,nv300,19200.0,2023,52300.0,gas,manual,100,coches.net,furgoneta
hyundai,staria,18600.0,2024,24700.0,diesel,manual,177,coches.net,furgoneta
renault,master,17400.0,2023,47300.0,diesel,manual,180,coches.net,furgoneta
volkswagen,crafter,16700.0,2023,46800.0,diesel,manual,135,coches.net,furgoneta
iveco,daily,17500.0,2022,112200.0,diesel,manual,150,coches.net,furgoneta
ford,transit,18700.0,2022,68400.0,hibrido,manual,175,coches.net,furgoneta
renault,kangoo,14500.0,2022,50400.0,diesel,manual,75,coches.net,furgoneta
iveco,daily,19500.0,2021,114800.0,hibrido,manual,90,coches.net,furgoneta
renault,trafic,17700.0,2020,112400.0,diesel,manual,125,coches.net,furgoneta
peugeot,boxer,18600.0,2022,89600.0,diesel,manual,160,coches.net,furgoneta
ford,transit connect,14000.0,2022,83400.0,diesel,automatica,120,coches.net,furgoneta
opel,vivaro,16900.0,2020,92900.0,gasolina,manual,120,coches.net,furgoneta
renault,kangoo,12900.0,2021,89300.0,diesel,automatica,95,coches.net,furgoneta
mercedes-benz,citan,19400.0,2020,108500.0,diesel,manual,90,coches.net,furgoneta
fiat,doblo cargo,14800.0,2022,57100.0,diesel,manual,95,coches.net,furgoneta
nissan,nv400,15700.0,2023,34900.0,diesel,manual,105,coches.net,furgoneta
citroën,jumper,19800.0,2020,101700.0,diesel,automatica,160,coches.net,furgoneta
fiat,doblo cargo,17300.0,2020,115200.0,hibrido,manual,100,coches.net,furgoneta
iveco,daily,19200.0,2023,56900.0,diesel,manual,140,coches.net,furgoneta
opel,vivaro,16900.0,2023,42100.0,diesel,manual,105,coches.net,furgoneta
hyundai,h350,12300.0,2021,95100.0,diesel,manual,170,coches.net,furgoneta
ford,transit,19700.0,2021,102600.0,diesel,manual,130,coches.net,furgoneta
peugeot,boxer,10300.0,2021,105000.0,hibrido,manual,140,coches.net,furgoneta
iveco,daily,17900.0,2020,93200.0,diesel,manual,130,coches.net,furgoneta
volkswagen,caddy,19700.0,2022,90900.0,gas,manual,107,coches.net,furgoneta
citroën,jumper,19900.0,2023,24100.0,diesel,manual,145,coches.net,furgoneta
citroën,berlingo,14600.0,2021,104900.0,diesel,manual,100,coches.net,furgoneta
citroën,jumper,18300.0,2021,86600.0,diesel,manual,140,coches.net,furgoneta
renault,trafic,16600.0,2020,97000.0,hibrido,manual,85,coches.net,furgoneta
opel,movano,15100.0,2021,80700.0,diesel,automatica,110,coches.net,furgoneta
citroën,berlingo,16500.0,2022,70400.0,diesel,manual,100,coches.net,furgoneta
ford,transit,17100.0,2022,57100.0,diesel,manual,155,coches.net,furgoneta
citroën,jumpy,19600.0,2021,68600.0,diesel,automatica,150,coches.net,furgoneta
citroën,jumper,19600.0,2023,46700.0,diesel,manual,145,coches.net,furgoneta
mercedes-benz,sprinter,19700.0,2020,108200.0,diesel,manual,140,coches.net,furgoneta
renault,trafic,18300.0,2023,59400.0,diesel,manual,115,coches.net,furgoneta
fiat,ducato,10300.0,2020,101300.0,diesel,manual,135,coches.net,furgoneta
toyota,proace city,13900.0,2022,95100.0,diesel,manual,100,coches.net,furgoneta
toyota,proace,19500.0,2023,34500.0,electrico,manual,131,coches.net,furgoneta
citroën,jumper,19700.0,2022,34900.0,diesel,manual,130,coches.net,furgoneta
iveco,daily,18400.0,2023,38400.0,diesel,manual,140,coches.net,furgoneta
opel,vivaro,14600.0,2022,67100.0,diesel,manual,100,coches.net,furgoneta
volkswagen,crafter,18900.0,2022,87000.0,diesel,manual,177,coches.net,furgoneta
opel,vivaro,14500.0,2021,72800.0,diesel,manual,115,coches.net,furgoneta
volkswagen,transporter,16600.0,2021,93800.0,diesel,manual,204,coches.net,furgoneta
volkswagen,transporter,15900.0,2022,67800.0,diesel,automatica,115,coches.net,furgoneta
renault,master,18000.0,2020,104600.0,gasolina,manual,110,coches.net,furgoneta
renault,kangoo,17000.0,2020,78600.0,diesel,manual,75,coches.net,furgoneta
fiat,doblo cargo,19700.0,2020,116700.0,gasolina,manual,95,coches.net,furgoneta
ford,transit courier,16800.0,2020,101900.0,gasolina,automatica,105,coches.net,furgoneta
mercedes-benz,sprinter,17200.0,2022,77300.0,diesel,manual,140,coches.net,furgoneta
renault,kangoo,18100.0,2022,88400.0,diesel,manual,75,coches.net,furgoneta
ford,transit courier,17500.0,2022,80100.0,diesel,manual,70,coches.net,furgoneta
nissan,primastar,19200.0,2022,68500.0,diesel,automatica,109,coches.net,furgoneta
peugeot,partner,19100.0,2022,41400.0,gasolina,manual,110,coches.net,furgoneta
renault,trafic,13400.0,2021,96300.0,gasolina,manual,90,coches.net,furgoneta
toyota,proace city,17000.0,2022,55400.0,diesel,automatica,100,coches.net,furgoneta
fiat,ducato,17400.0,2023,48000.0,diesel,manual,122,coches.net,furgoneta
renault,master,19900.0,2022,81300.0,diesel,manual,150,coches.net,furgoneta
renault,master,13800.0,2022,60300.0,gasolina,manual,105,coches.net,furgoneta
opel,vivaro,18300.0,2022,45700.0,gasolina,manual,95,coches.net,furgoneta
fiat,scudo,13600.0,2020,99400.0,diesel,manual,140,coches.net,furgoneta
iveco,daily,19900.0,2021,87400.0,diesel,automatica,102,coches.net,furgoneta
volkswagen,transporter,15400.0,2023,44900.0,diesel,automatica,110,coches.net,furgoneta
toyota,proace,17800.0,2022,65500.0,hibrido,manual,115,coches.net,furgoneta
citroën,jumper,14900.0,2021,91000.0,diesel,automatica,160,coches.net,furgoneta
ford,transit courier,19900.0,2021,64800.0,diesel,manual,80,coches.net,furgoneta
peugeot,partner,19700.0,2021,106700.0,gasolina,manual,110,coches.net,furgoneta
ford,transit connect,15700.0,2021,117600.0,diesel,manual,100,coches.net,furgoneta
nissan,nv300,16100.0,2021,105600.0,gas,automatica,120,coches.net,furgoneta
opel,vivaro,13500.0,2023,48000.0,gas,manual,100,coches.net,furgoneta
fiat,ducato,19900.0,2022,84400.0,diesel,automatica,135,coches.net,furgoneta
hyundai,staria,19000.0,2022,59100.0,electrico,manual,177,coches.net,furgoneta
peugeot,partner,19800.0,2023,59000.0,diesel,manual,100,coches.net,furgoneta
maxus,ev80,19200.0,2022,81800.0,electrico,manual,120,coches.net,furgoneta
peugeot,partner,16400.0,2021,101200.0,gasolina,manual,110,coches.net,furgoneta
renault,master,15800.0,2020,107000.0,gasolina,automatica,115,coches.net,furgoneta
fiat,ducato,16300.0,2022,79100.0,diesel,automatica,160,coches.net,furgoneta
fiat,scudo,17400.0,2021,70300.0,diesel,automatica,120,coches.net,furgoneta
ford,transit,18600.0,2024,18700.0,diesel,automatica,130,coches.net,furgoneta
renault,trafic,18700.0,2023,44700.0,diesel,automatica,120,coches.net,furgoneta
volkswagen,crafter,16300.0,2022,89300.0,diesel,manual,140,coches.net,furgoneta
opel,combo,15700.0,2021,94000.0,diesel,manual,100,coches.net,furgoneta
opel,movano,18500.0,2021,107000.0,diesel,manual,163,coches.net,furgoneta
ford,transit,19500.0,2023,50800.0,diesel,manual,155,coches.net,furgoneta
mercedes-benz,sprinter,15200.0,2022,78100.0,diesel,manual,120,coches.net,furgoneta
peugeot,partner,11800.0,2022,110100.0,diesel,automatica,95,coches.net,furgoneta
mercedes-benz,citan,14200.0,2021,101000.0,diesel,manual,75,coches.net,furgoneta
nissan,nv200,18900.0,2022,65800.0,hibrido,manual,90,coches.net,furgoneta
iveco,daily,18200.0,2020,109300.0,gasolina,manual,150,coches.net,furgoneta
fiat,doblo cargo,18100.0,2022,84600.0,hibrido,manual,90,coches.net,furgoneta
nissan,nv200,15200.0,2021,90600.0,diesel,automatica,115,coches.net,furgoneta
fiat,scudo,12500.0,2022,76200.0,diesel,manual,145,coches.net,furgoneta
citroën,jumper,18700.0,2022,60700.0,diesel,automatica,140,coches.net,furgoneta
hyundai,h350,17400.0,2022,70100.0,diesel,automatica,136,coches.net,furgoneta
citroën,jumper,17100.0,2021,106400.0,diesel,manual,145,coches.net,furgoneta
peugeot,partner,11700.0,2022,50500.0,diesel,manual,105,coches.net,furgoneta
renault,trafic,19100.0,2022,84700.0,diesel,manual,145,coches.net,furgoneta
opel,vivaro,14300.0,2020,90800.0,diesel,manual,115,coches.net,furgoneta
opel,combo,16900.0,2022,70200.0,diesel,automatica,110,coches.net,furgoneta
maxus,ev80,16100.0,2021,86200.0,electrico,manual,120,coches.net,furgoneta
peugeot,expert,11500.0,2022,66500.0,diesel,manual,115,coches.net,furgoneta
nissan,nv200,19000.0,2021,93400.0,diesel,automatica,115,coches.net,furgoneta
opel,combo,18600.0,2022,66100.0,gas,manual,110,coches.net,furgoneta
ford,transit courier,16900.0,2021,97700.0,diesel,automatica,75,coches.net,furgoneta
opel,movano,19500.0,2020,100700.0,diesel,automatica,110,coches.net,furgoneta
peugeot,expert,17900.0,2021,103800.0,diesel,manual,115,coches.net,furgoneta
ford,transit,19100.0,2021,97000.0,diesel,automatica,125,coches.net,furgoneta
opel,movano,14100.0,2022,81100.0,diesel,manual,163,coches.net,furgoneta
renault,master,15200.0,2021,107800.0,diesel,automatica,110,coches.net,furgoneta
renault,master,19700.0,2021,91700.0,diesel,automatica,135,coches.net,furgoneta
man,tge,12800.0,2022,82400.0,diesel,automatica,140,coches.net,furgoneta
ford,transit connect,14600.0,2023,54500.0,diesel,manual,105,coches.net,furgoneta
volkswagen,transporter,13800.0,2021,73500.0,gasolina,automatica,150,coches.net,furgoneta
peugeot,boxer,19100.0,2024,23200.0,diesel,manual,140,coches.net,furgoneta
nissan,nv400,19000.0,2023,72200.0,diesel,automatica,150,coches.net,furgoneta
renault,master,14600.0,2022,70600.0,gas,manual,135,coches.net,furgoneta
ford,transit connect,14600.0,2020,108600.0,diesel,manual,75,coches.net,furgoneta
renault,master,13200.0,2020,113700.0,diesel,manual,150,coches.net,furgoneta
nissan,primastar,12600.0,2022,73300.0,diesel,manual,119,coches.net,furgoneta
citroën,jumper,15500.0,2023,41300.0,diesel,manual,130,coches.net,furgoneta
ford,transit connect,17200.0,2021,74700.0,hibrido,automatica,105,coches.net,furgoneta
renault,kangoo,19500.0,2021,101300.0,gasolina,manual,75,coches.net,furgoneta
renault,kangoo,13100.0,2021,72600.0,electrico,manual,90,coches.net,furgoneta
renault,trafic,11900.0,2023,51700.0,hibrido,manual,120,coches.net,furgoneta
hyundai,staria,11000.0,2023,47700.0,diesel,manual,177,coches.net,furgoneta
volkswagen,caddy,10600.0,2021,99000.0,diesel,manual,102,coches.net,furgoneta
opel,movano,19000.0,2021,84500.0,diesel,automatica,140,coches.net,furgoneta
peugeot,boxer,16900.0,2022,34800.0,diesel,manual,125,coches.net,furgoneta
renault,master,14800.0,2023,54700.0,diesel,manual,180,coches.net,furgoneta
renault,kangoo,17200.0,2021,90500.0,hibrido,automatica,100,coches.net,furgoneta
citroën,berlingo,17700.0,2022,63400.0,gasolina,automatica,110,coches.net,furgoneta
fiat,doblo cargo,17700.0,2020,72600.0,gas,manual,105,coches.net,furgoneta
citroën,berlingo,16700.0,2023,47700.0,gasolina,manual,110,coches.net,furgoneta
renault,trafic,15400.0,2022,77700.0,diesel,manual,150,coches.net,furgoneta
renault,trafic,16500.0,2021,95100.0,gas,manual,150,coches.net,furgoneta
nissan,nv300,18700.0,2022,90700.0,diesel,manual,120,coches.net,furgoneta
renault,kangoo,18900.0,2023,52900.0,diesel,manual,100,coches.net,furgoneta
renault,trafic,16700.0,2020,108300.0,diesel,manual,150,coches.net,furgoneta
opel,combo,18400.0,2021,88800.0,diesel,manual,100,coches.net,furgoneta
toyota,proace,10900.0,2020,91300.0,diesel,manual,145,coches.net,furgoneta
hyundai,h350,19400.0,2021,106500.0,diesel,manual,175,coches.net,furgoneta
citroën,jumpy,13000.0,2022,68800.0,diesel,manual,120,coches.net,furgoneta
peugeot,boxer,16100.0,2021,94200.0,diesel,manual,140,coches.net,furgoneta
mercedes-benz,vito,13500.0,2020,95500.0,gas,manual,130,coches.net,furgoneta
opel,combo,18800.0,2020,110400.0,diesel,manual,100,coches.net,furgoneta
toyota,proace city,19600.0,2020,77100.0,hibrido,manual,110,coches.net,furgoneta
citroën,berlingo,13900.0,2021,89100.0,diesel,manual,105,coches.net,furgoneta
ford,transit connect,18700.0,2022,67900.0,diesel,manual,100,coches.net,furgoneta
citroën,jumper,18200.0,2022,63800.0,diesel,manual,125,coches.net,furgoneta
citroën,jumpy,19800.0,2023,58100.0,diesel,manual,115,coches.net,furgoneta
renault,trafic,19800.0,2023,45300.0,diesel,automatica,90,coches.net,furgoneta
man,tge,17400.0,2021,103800.0,diesel,automatica,135,coches.net,furgoneta
man,tge,17700.0,2020,106400.0,diesel,manual,102,coches.net,furgoneta
ford,transit courier,19000.0,2023,43300.0,diesel,manual,75,coches.net,furgoneta
fiat,scudo,18000.0,2022,65200.0,diesel,manual,125,coches.net,furgoneta
fiat,doblo cargo,14500.0,2022,80400.0,diesel,manual,85,coches.net,furgoneta
maxus,ev80,19300.0,2023,52800.0,electrico,manual,120,coches.net,furgoneta
renault,kangoo,19400.0,2021,84600.0,diesel,manual,75,coches.net,furgoneta
nissan,nv200,17200.0,2021,94500.0,diesel,manual,90,coches.net,furgoneta
citroën,jumper,16600.0,2023,45200.0,hibrido,manual,140,coches.net,furgoneta
ford,transit,12200.0,2021,93900.0,diesel,manual,125,coches.net,furgoneta
citroën,jumper,18200.0,2021,115000.0,diesel,automatica,130,coches.net,furgoneta
maxus,deliver 9,16200.0,2021,94900.0,diesel,manual,150,coches.net,furgoneta
peugeot,expert,16300.0,2023,44400.0,diesel,manual,145,coches.net,furgoneta
citroën,berlingo,13400.0,2022,72000.0,gasolina,automatica,110,coches.net,furgoneta
citroën,jumpy,17200.0,2020,97300.0,diesel,automatica,105,coches.net,furgoneta
nissan,primastar,17800.0,2022,50900.0,diesel,manual,119,coches.net,furgoneta
citroën,jumpy,14800.0,2021,61200.0,diesel,manual,125,coches.net,furgoneta
citroën,berlingo,19400.0,2022,79500.0,electrico,manual,136,coches.net,furgoneta
toyota,proace city,17900.0,2023,38100.0,gasolina,manual,95,coches.net,furgoneta
man,tge,18200.0,2020,98400.0,diesel,automatica,140,coches.net,furgoneta
peugeot,boxer,17500.0,2021,77900.0,diesel,automatica,140,coches.net,furgoneta
renault,trafic,19500.0,2023,38400.0,hibrido,manual,150,coches.net,furgoneta
hyundai,staria,15300.0,2021,97600.0,electrico,automatica,172,coches.net,furgoneta
volkswagen,crafter,18300.0,2022,74200.0,electrico,manual,172,coches.net,furgoneta
renault,kangoo,14600.0,2023,64800.0,diesel,manual,95,coches.net,furgoneta
nissan,nv200,14500.0,2020,88800.0,diesel,automatica,95,coches.net,furgoneta
citroën,jumper,15800.0,2021,74800.0,diesel,manual,160,coches.net,furgoneta
hyundai,staria,12500.0,2022,90500.0,gasolina,manual,182,coches.net,furgoneta
