marca,modelo,precio,año,kilometros,combustible,transmision,potencia,fuente,carroceria
toyota,proace city,23100.0,2021,100800.0,diesel,manual,110,coches.net,furgoneta
nissan,nv400,14800.0,2022,58400.0,diesel,automatica,145,coches.net,furgoneta
mercedes-benz,vito,17000.0,2021,91400.0,diesel,manual,100,coches.net,furgoneta
renault,master,17500.0,2021,65700.0,diesel,manual,180,coches.net,furgoneta
peugeot,boxer,22800.0,2023,42400.0,diesel,manual,165,coches.net,furgoneta
mercedes-benz,vito,31500.0,2022,77600.0,diesel,automatica,90,coches.net,furgoneta
mercedes-benz,sprinter,28100.0,2021,99300.0,diesel,automatica,90,coches.net,furgoneta
iveco,daily,19200.0,2018,102700.0,electrico,manual,100,coches.net,furgoneta
iveco,daily,11900.0,2020,96000.0,diesel,manual,140,coches.net,furgoneta
nissan,nv300,21300.0,2021,89300.0,diesel,manual,115,coches.net,furgoneta
renault,master,22500.0,2021,78700.0,electrico,manual,130,coches.net,furgoneta
renault,kangoo,29600.0,2023,36900.0,gas,manual,80,coches.net,furgoneta
citroën,berlingo,24200.0,2021,105500.0,diesel,automatica,105,coches.net,furgoneta
citroën,berlingo,17700.0,2019,146000.0,electrico,manual,131,coches.net,furgoneta
fiat,scudo,30500.0,2022,59300.0,diesel,manual,150,coches.net,furgoneta
citroën,jumper,26200.0,2021,108300.0,diesel,manual,125,coches.net,furgoneta
mercedes-benz,sprinter,46300.0,2024,26000.0,electrico,manual,110,coches.net,furgoneta
toyota,proace,18100.0,2021,104700.0,diesel,manual,120,coches.net,furgoneta
iveco,daily,24000.0,2023,42500.0,diesel,automatica,120,coches.net,furgoneta
iveco,daily,22700.0,2020,107700.0,diesel,manual,140,coches.net,furgoneta
iveco,daily,17900.0,2015,380000.0,electrico,manual,75,coches.net,furgoneta
opel,vivaro,20600.0,2021,79600.0,diesel,manual,175,coches.net,furgoneta
peugeot,expert,16000.0,2019,150200.0,diesel,manual,100,coches.net,furgoneta
renault,trafic,15400.0,2019,120300.0,diesel,manual,125,coches.net,furgoneta
volkswagen,crafter,25500.0,2023,37800.0,gasolina,manual,140,coches.net,furgoneta
man,tge,25600.0,2022,61500.0,diesel,automatica,140,coches.net,furgoneta
ford,transit connect,17300.0,2020,135700.0,diesel,manual,105,coches.net,furgoneta
opel,movano,1980000.0,2020,100000.0,diesel,manual,145,coches.net,furgoneta
peugeot,expert,24700.0,2023,56700.0,diesel,manual,120,coches.net,furgoneta
fiat,scudo,17900.0,2024,23400.0,diesel,manual,125,coches.net,furgoneta
citroën,berlingo,36600.0,2023,40900.0,electrico,manual,141,coches.net,furgoneta
citroën,jumper,22300.0,2021,82100.0,diesel,manual,130,coches.net,furgoneta
renault,master,21700.0,2022,96000.0,diesel,automatica,110,coches.net,furgoneta
peugeot,boxer,14200.0,2021,111300.0,diesel,manual,125,coches.net,furgoneta
opel,movano,12700.0,2015,235800.0,hibrido,manual,140,coches.net,furgoneta
renault,kangoo,27200.0,2020,98500.0,electrico,manual,90,coches.net,furgoneta
volkswagen,caddy,16700.0,2023,36900.0,gasolina,manual,109,coches.net,furgoneta
volkswagen,crafter,35300.0,2024,23300.0,hibrido,manual,102,coches.net,furgoneta
toyota,proace,16800.0,2023,40600.0,diesel,manual,115,coches.net,furgoneta
opel,vivaro,19900.0,2024,19200.0,gasolina,manual,180,coches.net,furgoneta
peugeot,boxer,26400.0,2017,128300.0,electrico,manual,160,coches.net,furgoneta
iveco,daily,23700.0,2021,108700.0,diesel,manual,100,coches.net,furgoneta
iveco,daily,32000.0,2024,30100.0,diesel,automatica,90,coches.net,furgoneta
fiat,doblo cargo,22700.0,2023,57800.0,diesel,manual,95,coches.net,furgoneta
ford,transit,31900.0,2024,17200.0,gasolina,automatica,170,coches.net,furgoneta
citroën,jumpy,9700.0,2018,190400.0,diesel,automatica,100,coches.net,furgoneta
nissan,nv200,32600.0,2023,56600.0,diesel,manual,85,coches.net,furgoneta
mercedes-benz,citan,31000.0,2022,78800.0,hibrido,manual,100,coches.net,furgoneta
renault,master,11800.0,2017,197100.0,diesel,manual,150,coches.net,furgoneta
volkswagen,crafter,21200.0,2019,108900.0,diesel,manual,177,coches.net,furgoneta
mercedes-benz,citan,28200.0,2023,56300.0,diesel,automatica,130,coches.net,furgoneta
opel,vivaro,21800.0,2020,100400.0,hibrido,automatica,180,coches.net,furgoneta
opel,vivaro,20800.0,2019,166400.0,diesel,manual,175,coches.net,furgoneta
nissan,nv400,18100.0,2019,180500.0,diesel,manual,115,coches.net,furgoneta
mercedes-benz,sprinter,27900.0,2023,41100.0,diesel,automatica,140,coches.net,furgoneta
volkswagen,crafter,30100.0,2022,59100.0,diesel,automatica,140,coches.net,furgoneta
mercedes-benz,sprinter,34100.0,2024,26000.0,diesel,manual,90,coches.net,furgoneta
iveco,daily,33600.0,2023,55000.0,diesel,manual,150,coches.net,furgoneta
toyota,proace,28300.0,2022,87200.0,gas,manual,120,coches.net,furgoneta
man,tge,24600.0,2018,145000.0,diesel,manual,140,coches.net,furgoneta
man,tge,16000.0,2016,307700.0,diesel,manual,107,coches.net,furgoneta
iveco,daily,21500.0,2021,133000.0,diesel,manual,100,coches.net,furgoneta
toyota,proace,17400.0,2023,53200.0,diesel,manual,150,coches.net,furgoneta
mercedes-benz,sprinter,20800.0,2020,97100.0,electrico,manual,140,coches.net,furgoneta
renault,master,23900.0,2022,76900.0,hibrido,automatica,180,coches.net,furgoneta
citroën,jumpy,15500.0,2019,131200.0,electrico,manual,115,coches.net,furgoneta
iveco,daily,31600.0,2023,38800.0,diesel,manual,130,coches.net,furgoneta
opel,combo,32100.0,2022,98300.0,electrico,manual,105,coches.net,furgoneta
toyota,proace,30700.0,2022,75200.0,electrico,manual,115,coches.net,furgoneta
ford,transit,26700.0,2023,61900.0,diesel,manual,125,coches.net,furgoneta
fiat,doblo cargo,24000.0,2023,49000.0,gasolina,manual,90,coches.net,furgoneta
toyota,proace,33600.0,2022,54200.0,diesel,manual,150,coches.net,furgoneta
toyota,proace city,30900.0,2024,20100.0,diesel,automatica,110,coches.net,furgoneta
volkswagen,caddy,26400.0,2019,180400.0,diesel,manual,75,coches.net,furgoneta
renault,trafic,17300.0,2017,239700.0,diesel,automatica,95,coches.net,furgoneta
fiat,ducato,7500.0,2015,271000.0,diesel,manual,117,coches.net,furgoneta
mercedes-benz,citan,2630000.0,2021,98200.0,diesel,manual,140,coches.net,furgoneta
citroën,jumpy,20400.0,2022,43500.0,diesel,manual,100,coches.net,furgoneta
fiat,ducato,26000.0,2024,31200.0,diesel,manual,122,coches.net,furgoneta
ford,transit,21800.0,2020,110400.0,diesel,automatica,155,coches.net,furgoneta
ford,transit connect,19100.0,2020,63600.0,diesel,manual,120,coches.net,furgoneta
ford,transit,28900.0,2022,59800.0,diesel,manual,100,coches.net,furgoneta
iveco,daily,21500.0,2015,182300.0,electrico,manual,130,coches.net,furgoneta
ford,transit connect,19900.0,2021,94500.0,diesel,manual,125,coches.net,furgoneta
hyundai,staria,24300.0,2021,123800.0,diesel,manual,177,coches.net,furgoneta
mercedes-benz,vito,31100.0,2021,77200.0,diesel,manual,150,coches.net,furgoneta
volkswagen,crafter,34600.0,2024,14900.0,diesel,automatica,102,coches.net,furgoneta
mercedes-benz,citan,28800.0,2023,31600.0,diesel,manual,110,coches.net,furgoneta
opel,movano,26300.0,2024,21100.0,diesel,automatica,105,coches.net,furgoneta
man,tge,31100.0,2024,23800.0,diesel,manual,107,coches.net,furgoneta
nissan,nv300,20500.0,2020,141400.0,diesel,manual,90,coches.net,furgoneta
fiat,scudo,13900.0,2020,123000.0,diesel,manual,145,coches.net,furgoneta
volkswagen,transporter,13400.0,2015,257300.0,diesel,manual,145,coches.net,furgoneta
volkswagen,caddy,22100.0,2024,25300.0,gasolina,manual,114,coches.net,furgoneta
volkswagen,caddy,31400.0,2023,61600.0,gasolina,manual,102,coches.net,furgoneta
ford,transit,22100.0,2020,156600.0,diesel,manual,130,coches.net,furgoneta
ford,transit,29400.0,2023,54800.0,hibrido,manual,135,coches.net,furgoneta
ford,transit connect,32400.0,2024,28900.0,diesel,manual,105,coches.net,furgoneta
toyota,proace,22300.0,2016,247200.0,electrico,manual,136,coches.net,furgoneta
volkswagen,transporter,13200.0,2022,69600.0,diesel,manual,107,coches.net,furgoneta
nissan,nv400,19100.0,2022,70200.0,hibrido,manual,140,coches.net,furgoneta
ford,transit,36100.0,2023,36600.0,diesel,manual,160,coches.net,furgoneta
renault,kangoo,26900.0,2022,82000.0,electrico,manual,90,coches.net,furgoneta
mercedes-benz,citan,10100.0,2015,277800.0,diesel,automatica,90,coches.net,furgoneta
maxus,ev80,27000.0,2019,140400.0,electrico,manual,120,coches.net,furgoneta
volkswagen,crafter,24400.0,2021,120800.0,diesel,manual,102,coches.net,furgoneta
volkswagen,transporter,29100.0,2023,41100.0,hibrido,manual,204,coches.net,furgoneta
peugeot,boxer,32800.0,2022,58600.0,electrico,automatica,165,coches.net,furgoneta
volkswagen,caddy,34200.0,2024,23700.0,diesel,automatica,102,coches.net,furgoneta
toyota,proace,47400.0,2024,12700.0,electrico,manual,150,coches.net,furgoneta
citroën,berlingo,24700.0,2022,83600.0,diesel,manual,100,coches.net,furgoneta
fiat,scudo,18500.0,2021,92800.0,diesel,manual,145,coches.net,furgoneta
renault,kangoo,20900.0,2020,137900.0,hibrido,manual,75,coches.net,furgoneta
mercedes-benz,citan,37400.0,2024,22000.0,diesel,manual,90,coches.net,furgoneta
fiat,scudo,9300.0,2015,249600.0,diesel,manual,125,coches.net,furgoneta
ford,transit,22300.0,2018,203500.0,diesel,automatica,135,coches.net,furgoneta
hyundai,h350,23800.0,2020,162400.0,diesel,manual,165,coches.net,furgoneta
renault,master,22500.0,2023,55000.0,diesel,manual,185,coches.net,furgoneta
renault,kangoo,14300.0,2019,175200.0,diesel,manual,70,coches.net,furgoneta
hyundai,h350,30000.0,2024,26200.0,diesel,automatica,170,coches.net,furgoneta
citroën,jumper,15100.0,2021,91800.0,diesel,manual,165,coches.net,furgoneta
renault,master,17000.0,2019,146700.0,diesel,manual,135,coches.net,furgoneta
mercedes-benz,citan,42600.0,2023,45000.0,electrico,manual,120,coches.net,furgoneta
volkswagen,transporter,20400.0,2021,113600.0,diesel,manual,115,coches.net,furgoneta
opel,combo,30100.0,2024,17300.0,diesel,manual,95,coches.net,furgoneta
peugeot,partner,9700.0,2015,243800.0,electrico,manual,136,coches.net,furgoneta
mercedes-benz,sprinter,15800.0,2018,120100.0,electrico,manual,150,coches.net,furgoneta
opel,vivaro,15900.0,2022,69800.0,diesel,manual,100,coches.net,furgoneta
toyota,proace city,28000.0,2020,180000.0,diesel,automatica,110,coches.net,furgoneta
renault,master,12900.0,2020,126400.0,diesel,manual,135,coches.net,furgoneta
man,tge,29700.0,2022,53400.0,gas,manual,140,coches.net,furgoneta
volkswagen,crafter,10500.0,2016,308200.0,gas,manual,140,coches.net,furgoneta
hyundai,h350,23600.0,2020,98800.0,diesel,manual,131,coches.net,furgoneta
ford,transit connect,14600.0,2020,104900.0,diesel,manual,120,coches.net,furgoneta
volkswagen,crafter,24800.0,2021,123000.0,diesel,manual,145,coches.net,furgoneta
maxus,deliver 9,13800.0,2018,238000.0,diesel,manual,150,coches.net,furgoneta
mercedes-benz,sprinter,19100.0,2020,133000.0,diesel,automatica,140,coches.net,furgoneta
iveco,daily,19400.0,2020,135900.0,diesel,manual,102,coches.net,furgoneta
mercedes-benz,citan,29500.0,2021,135700.0,gasolina,manual,150,coches.net,furgoneta
renault,trafic,15000.0,2020,102600.0,diesel,manual,90,coches.net,furgoneta
iveco,daily,14700.0,2019,173500.0,diesel,manual,120,coches.net,furgoneta
opel,movano,13600.0,2019,146600.0,diesel,manual,110,coches.net,furgoneta
fiat,scudo,13200.0,2022,72500.0,diesel,manual,150,coches.net,furgoneta
citroën,jumpy,21200.0,2022,74400.0,hibrido,automatica,150,coches.net,furgoneta
maxus,ev80,13100.0,2017,290200.0,electrico,manual,120,coches.net,furgoneta
hyundai,h350,17200.0,2019,186500.0,gas,manual,136,coches.net,furgoneta
mercedes-benz,sprinter,7500.0,2019,120300.0,diesel,manual,120,coches.net,furgoneta
ford,transit,21000.0,2021,120000.0,diesel,automatica,170,coches.net,furgoneta
hyundai,h350,2780000.0,2023,60000.0,diesel,manual,170,coches.net,furgoneta
nissan,nv400,17400.0,2020,111900.0,electrico,manual,115,coches.net,furgoneta
mercedes-benz,sprinter,26500.0,2018,84700.0,diesel,automatica,120,coches.net,furgoneta
peugeot,partner,26900.0,2024,21100.0,gasolina,manual,105,coches.net,furgoneta
citroën,berlingo,25200.0,2021,110900.0,hibrido,automatica,100,coches.net,furgoneta
iveco,daily,25000.0,2023,42700.0,diesel,manual,100,coches.net,furgoneta
citroën,berlingo,29500.0,2023,52900.0,gasolina,automatica,110,coches.net,furgoneta
nissan,nv400,24500.0,2024,20200.0,gas,manual,110,coches.net,furgoneta
citroën,berlingo,9900.0,2018,170300.0,gasolina,automatica,115,coches.net,furgoneta
citroën,berlingo,21300.0,2022,61100.0,hibrido,manual,100,coches.net,furgoneta
mercedes-benz,citan,22400.0,2019,149800.0,diesel,manual,110,coches.net,furgoneta
fiat,doblo cargo,20500.0,2021,101600.0,gas,manual,90,coches.net,furgoneta
mercedes-benz,vito,22000.0,2020,117600.0,diesel,manual,100,coches.net,furgoneta
mercedes-benz,vito,25600.0,2021,130700.0,diesel,manual,110,coches.net,furgoneta
maxus,deliver 9,14000.0,2021,94000.0,electrico,automatica,150,coches.net,furgoneta
opel,vivaro,2250000.0,2022,85700.0,hibrido,manual,105,coches.net,furgoneta
peugeot,boxer,11300.0,2020,130100.0,diesel,manual,130,coches.net,furgoneta
fiat,ducato,23500.0,2022,70600.0,diesel,manual,127,coches.net,furgoneta
man,tge,35400.0,2024,18300.0,hibrido,automatica,140,coches.net,furgoneta
mercedes-benz,sprinter,33200.0,2021,110200.0,gasolina,automatica,102,coches.net,furgoneta
mercedes-benz,vito,5080000.0,2024,24600.0,electrico,automatica,75,coches.net,furgoneta
ford,transit,28400.0,2022,58400.0,diesel,manual,175,coches.net,furgoneta
volkswagen,caddy,16800.0,2015,209400.0,electrico,automatica,75,coches.net,furgoneta
volkswagen,caddy,15800.0,2018,137400.0,diesel,manual,97,coches.net,furgoneta
ford,transit courier,29400.0,2022,70000.0,electrico,manual,75,coches.net,furgoneta
volkswagen,transporter,20100.0,2023,31400.0,diesel,automatica,97,coches.net,furgoneta
nissan,nv400,21400.0,2020,131000.0,diesel,manual,110,coches.net,furgoneta
citroën,berlingo,8400.0,2016,248200.0,gas,manual,100,coches.net,furgoneta
peugeot,expert,27700.0,2024,19600.0,diesel,manual,105,coches.net,furgoneta
ford,transit,14800.0,2020,113300.0,diesel,automatica,135,coches.net,furgoneta
renault,trafic,21600.0,2019,144000.0,diesel,manual,120,coches.net,furgoneta
ford,transit connect,35200.0,2023,51900.0,diesel,automatica,75,coches.net,furgoneta
renault,master,28400.0,2024,28300.0,diesel,manual,135,coches.net,furgoneta
toyota,proace,39100.0,2022,38400.0,electrico,automatica,136,coches.net,furgoneta
ford,transit,32600.0,2024,15000.0,diesel,manual,125,coches.net,furgoneta
volkswagen,caddy,9700.0,2017,200200.0,diesel,manual,97,coches.net,furgoneta
mercedes-benz,citan,31800.0,2021,112100.0,diesel,manual,102,coches.net,furgoneta
volkswagen,crafter,19900.0,2020,162800.0,diesel,automatica,182,coches.net,furgoneta
renault,master,25700.0,2024,34100.0,diesel,manual,145,coches.net,furgoneta
nissan,nv300,21700.0,2020,92800.0,hibrido,manual,120,coches.net,furgoneta
opel,movano,17200.0,2019,194900.0,diesel,manual,163,coches.net,furgoneta
iveco,daily,14500.0,2016,302500.0,diesel,manual,100,coches.net,furgoneta
fiat,doblo cargo,20600.0,2020,144200.0,gas,automatica,105,coches.net,furgoneta
volkswagen,crafter,17800.0,2018,149800.0,diesel,manual,140,coches.net,furgoneta
hyundai,staria,17700.0,2020,128600.0,diesel,manual,177,coches.net,furgoneta
volkswagen,crafter,31100.0,2022,71900.0,diesel,manual,97,coches.net,furgoneta
mercedes-benz,vito,22600.0,2022,55700.0,diesel,manual,90,coches.net,furgoneta
mercedes-benz,citan,29000.0,2021,108400.0,diesel,manual,90,coches.net,furgoneta
volkswagen,transporter,35700.0,2022,88500.0,diesel,manual,97,coches.net,furgoneta
toyota,proace city,30100.0,2021,94500.0,diesel,manual,100,coches.net,furgoneta
renault,master,14000.0,2021,83900.0,diesel,manual,145,coches.net,furgoneta
fiat,scudo,14400.0,2017,152400.0,electrico,manual,120,coches.net,furgoneta
volkswagen,caddy,11300.0,2018,162100.0,gasolina,manual,119,coches.net,furgoneta
fiat,scudo,25400.0,2022,69700.0,electrico,automatica,120,coches.net,furgoneta
ford,transit courier,26700.0,2021,57800.0,gasolina,manual,100,coches.net,furgoneta
fiat,ducato,21000.0,2022,87800.0,diesel,manual,160,coches.net,furgoneta
ford,transit,23300.0,2022,80800.0,gasolina,manual,105,coches.net,furgoneta
opel,vivaro,34600.0,2024,16900.0,hibrido,manual,120,coches.net,furgoneta
toyota,proace city,25800.0,2019,135000.0,diesel,manual,105,coches.net,furgoneta
nissan,nv400,16800.0,2018,146700.0,hibrido,manual,105,coches.net,furgoneta
toyota,proace,14500.0,2017,231600.0,electrico,manual,120,coches.net,furgoneta
peugeot,boxer,12300.0,2018,184400.0,diesel,manual,160,coches.net,furgoneta
renault,trafic,21300.0,2017,186300.0,diesel,manual,115,coches.net,furgoneta
man,tge,18000.0,2022,89700.0,diesel,manual,135,coches.net,furgoneta
peugeot,partner,25400.0,2022,71800.0,gasolina,manual,105,coches.net,furgoneta
citroën,jumpy,22500.0,2024,17100.0,diesel,manual,100,coches.net,furgoneta
volkswagen,caddy,26600.0,2022,76500.0,gasolina,automatica,114,coches.net,furgoneta
iveco,daily,25500.0,2020,108300.0,diesel,manual,110,coches.net,furgoneta
iveco,daily,26800.0,2023,49100.0,diesel,automatica,90,coches.net,furgoneta
citroën,jumper,14400.0,2019,131300.0,diesel,automatica,155,coches.net,furgoneta
nissan,primastar,16900.0,2019,181100.0,diesel,manual,119,coches.net,furgoneta
nissan,nv200,24900.0,2022,64600.0,diesel,manual,105,coches.net,furgoneta
mercedes-benz,vito,29900.0,2023,45600.0,electrico,manual,102,coches.net,furgoneta
citroën,jumper,14900.0,2023,54800.0,diesel,manual,140,coches.net,furgoneta
mercedes-benz,citan,19300.0,2017,300000.0,diesel,manual,140,coches.net,furgoneta
opel,vivaro,13200.0,2017,282400.0,diesel,automatica,120,coches.net,furgoneta
volkswagen,transporter,23400.0,2021,105800.0,diesel,manual,110,coches.net,furgoneta
toyota,proace city,23700.0,2023,67300.0,diesel,manual,110,coches.net,furgoneta
renault,kangoo,27400.0,2023,52800.0,diesel,manual,90,coches.net,furgoneta
